temperature,humidity,light,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,health
43.51886554649973,84.43870105572626,0,1561.988473673754,2839.103169187016,14165.746582409503,21.576943099295185,-700.1172860141218,289.9640935110702,WARNING
48.56685588869921,81.62788277885275,1,5002.544925182216,2247.261406953842,12615.78581788893,-340.8278002424572,579.2227942338017,-32.080543432966735,WARNING
54.5311981637905,81.73857345294158,1,1937.8613765285766,2146.5073915612475,13943.151701863075,1544.050446874178,-269.4765701659142,1004.9513040694529,WARNING
23.16668706749204,74.53603067428007,0,829.4748419317485,-193.82613877280352,16119.48515868939,-400.7724728813507,127.08360604184527,-247.8516789706945,HEALTHY
69.41090413550573,99.04864126110597,1,-4639.94007265023,144.43031793685796,14462.34602901237,-2948.491307696932,5201.884654414356,-2074.856310285516,CRITICAL
48.203275384612745,81.95331341517733,1,554.4269561034638,-3457.2397981813447,17477.561214307338,-525.3830323021339,-2198.990178907582,555.6307001693931,WARNING
52.73441690272784,92.70814645867061,0,-1309.2607072238134,-3414.4898201273622,14420.705199341905,1364.2741780133333,514.9586005489581,648.1329237094026,WARNING
87.9423538348756,93.78172437226934,0,-3642.886059763872,5870.758799909606,15731.625319186627,-2748.8602136939235,378.1952610943464,-809.7672201185821,CRITICAL
27.716919916098412,43.40225541956964,0,1558.721212843437,-1087.072376569513,15947.640531281759,-481.5736653853771,-159.13795259905524,-36.769376144375855,HEALTHY
69.1972189257689,91.40832293293455,0,12127.16159748453,-1297.8019707810577,20554.987498906397,30.706903511954152,-2776.6090166269873,-1041.3781910382886,CRITICAL
65.7535329430632,89.35764119167284,1,-2911.2038524928357,2734.1919875985973,16627.21286899043,-1985.374365810029,-1720.8633186740658,246.509608182471,CRITICAL
31.534811227707657,77.79062919529711,1,-1350.7219529415065,-637.2355320758775,15727.471048531183,-155.8160458495751,-174.42075308071182,-134.2047822301391,HEALTHY
30.039731245452526,75.53088786046024,0,836.1456557057672,1453.714096879472,16441.188617191863,91.29395028574156,48.678761181539066,-418.6877910413317,HEALTHY
